"id","member_id","loan_amnt","int_rate","annual_inc","term","grade","home_ownership","verification_status","loan_status","purpose"
1062756,1271501,13000.0,23.52,61000.0,60 months,G,RENT,Source Verified,Current,debt_consolidation
1062844,1295322,13000.0,16.29,28000.0,36 months,D,RENT,Source Verified,Charged Off,debt_consolidation
1062753,1295039,20000.0,21.28,120000.0,60 months,F,OWN,Verified,Fully Paid,debt_consolidation
1062873,1295353,18000.0,13.49,96000.0,36 months,C,MORTGAGE,Verified,Fully Paid,debt_consolidation
1062860,1295340,10000.0,16.29,83200.0,36 months,D,RENT,Source Verified,Fully Paid,credit_card
1062738,1295022,22250.0,15.27,45000.0,60 months,C,RENT,Verified,Fully Paid,debt_consolidation
1062864,1295344,24000.0,17.58,68809.0,60 months,D,RENT,Verified,Charged Off,debt_consolidation
1062734,1295018,11200.0,12.42,75000.0,36 months,B,RENT,Not Verified,Charged Off,car
1052370,1283491,7000.0,10.65,52000.0,36 months,B,RENT,Not Verified,Fully Paid,other
1058564,1290157,8000.0,6.03,57600.0,36 months,A,RENT,Source Verified,Fully Paid,house
1062584,1294454,22500.0,16.77,48500.0,60 months,D,RENT,Verified,Fully Paid,credit_card
1062253,1294110,12000.0,17.27,95000.0,36 months,D,RENT,Not Verified,Fully Paid,debt_consolidation
1062795,1294669,22000.0,14.65,58000.0,36 months,C,RENT,Verified,Fully Paid,debt_consolidation
1062614,1294487,6200.0,10.65,24000.0,36 months,B,MORTGAGE,Not Verified,Fully Paid,credit_card
1061378,1293165,15900.0,9.91,58000.0,36 months,B,MORTGAGE,Not Verified,Fully Paid,debt_consolidation
1062781,1294654,5000.0,8.9,70000.0,36 months,A,MORTGAGE,Source Verified,Fully Paid,other
1023158,1252167,16000.0,6.62,104000.0,36 months,A,MORTGAGE,Not Verified,Fully Paid,other
1062654,1294929,5000.0,11.71,35000.0,36 months,B,RENT,Not Verified,Fully Paid,car
1062665,1280475,3150.0,15.27,53000.0,36 months,C,RENT,Source Verified,Fully Paid,vacation
1062555,1294623,12000.0,14.27,28000.0,36 months,C,RENT,Source Verified,Charged Off,credit_card
1062606,1294478,28000.0,7.9,118000.0,36 months,A,MORTGAGE,Verified,Charged Off,home_improvement
1062643,1294917,5000.0,12.42,40000.0,36 months,B,RENT,Not Verified,Fully Paid,wedding
1062535,1294602,3000.0,9.91,42000.0,36 months,B,MORTGAGE,Not Verified,Fully Paid,renewable_energy
1062536,1294599,3000.0,7.9,65000.0,36 months,A,MORTGAGE,Not Verified,Charged Off,other
765927,966880,8400.0,6.62,25000.0,36 months,A,RENT,Source Verified,Fully Paid,debt_consolidation
1031451,1260896,7000.0,10.65,36000.0,36 months,B,MORTGAGE,Verified,Fully Paid,debt_consolidation
1062612,1294485,18550.0,19.42,45000.0,60 months,E,RENT,Verified,Current,debt_consolidation
1062510,1294575,2000.0,9.91,231252.0,36 months,B,MORTGAGE,Source Verified,Fully Paid,other
1062508,1294574,12000.0,14.65,65000.0,60 months,C,RENT,Not Verified,Current,debt_consolidation
1036838,1266720,8575.0,17.58,32000.0,36 months,D,MORTGAGE,Verified,Charged Off,debt_consolidation
1062478,1294543,28000.0,12.42,84996.0,60 months,B,MORTGAGE,Verified,Charged Off,debt_consolidation
1055974,1287544,10000.0,7.9,66000.0,36 months,A,RENT,Not Verified,Fully Paid,debt_consolidation
1062462,1294525,25000.0,19.42,92000.0,36 months,E,MORTGAGE,Verified,Fully Paid,credit_card
1062458,1294524,8000.0,11.71,70000.0,36 months,B,RENT,Not Verified,Fully Paid,credit_card
1062454,1294520,16000.0,18.25,49000.0,60 months,D,MORTGAGE,Verified,Charged Off,credit_card
1060762,1292723,25000.0,11.71,76896.0,36 months,B,MORTGAGE,Verified,Fully Paid,debt_consolidation
1062564,1294433,2000.0,9.91,24000.0,36 months,B,RENT,Not Verified,Fully Paid,other
1061570,1293579,16800.0,14.65,60000.0,36 months,C,RENT,Verified,Fully Paid,credit_card
1062418,1294281,8000.0,8.9,120000.0,36 months,A,MORTGAGE,Not Verified,Fully Paid,credit_card
1062413,1294276,12000.0,12.69,57000.0,60 months,B,MORTGAGE,Not Verified,Fully Paid,debt_consolidation
1062330,1294396,11000.0,7.9,80000.0,36 months,A,MORTGAGE,Not Verified,Charged Off,credit_card
1062414,1294277,5000.0,16.29,85000.0,36 months,D,MORTGAGE,Source Verified,Charged Off,medical
1060966,1292541,18000.0,16.29,140000.0,36 months,D,OWN,Verified,Fully Paid,debt_consolidation
1062401,1294263,10000.0,12.69,36000.0,36 months,B,OWN,Verified,Charged Off,debt_consolidation
1057454,1289015,5000.0,9.91,70000.0,36 months,B,RENT,Source Verified,Fully Paid,credit_card
1062179,1294029,10000.0,16.29,51360.0,36 months,D,RENT,Source Verified,Fully Paid,credit_card
1062293,1294356,25000.0,9.91,163000.0,36 months,B,RENT,Verified,Fully Paid,vacation
1062384,1294244,2400.0,12.69,59393.0,36 months,B,MORTGAGE,Source Verified,Fully Paid,medical
1031348,1260966,3000.0,16.29,65000.0,36 months,D,MORTGAGE,Not Verified,Charged Off,other
1062268,1294324,7700.0,16.77,29772.96,36 months,D,RENT,Source Verified,Charged Off,other
1062161,1294219,2400.0,13.49,12996.0,36 months,C,OWN,Source Verified,Fully Paid,other
1062369,1294226,18500.0,19.03,68000.0,60 months,E,MORTGAGE,Verified,Current,debt_consolidation
1061409,1293201,5000.0,10.65,44475.0,36 months,B,OWN,Not Verified,Fully Paid,credit_card
1061705,1293730,14000.0,17.58,88000.0,36 months,D,MORTGAGE,Verified,Fully Paid,debt_consolidation
1062146,1294204,24500.0,20.89,85000.0,60 months,F,RENT,Verified,Charged Off,credit_card
1058699,1290298,2400.0,10.65,36000.0,36 months,B,MORTGAGE,Not Verified,Fully Paid,major_purchase
1062150,1294209,1800.0,12.42,117000.0,36 months,B,RENT,Not Verified,Fully Paid,other
1062257,1294315,22200.0,19.42,160000.0,36 months,E,RENT,Source Verified,Charged Off,debt_consolidation
1061420,1293213,21400.0,19.42,80000.0,60 months,E,RENT,Verified,Fully Paid,credit_card
1062250,1294107,13000.0,7.9,28000.0,36 months,A,RENT,Not Verified,Charged Off,credit_card
1020855,1249642,8000.0,12.69,48000.0,36 months,B,RENT,Not Verified,Fully Paid,car
997521,1222612,3600.0,12.69,60000.0,36 months,B,MORTGAGE,Not Verified,Charged Off,medical
1058624,1290219,12375.0,23.13,40000.0,60 months,G,RENT,Not Verified,Charged Off,other
1062232,1294086,9400.0,9.91,45500.0,36 months,B,RENT,Verified,Fully Paid,debt_consolidation
1062235,1282333,9600.0,14.27,156000.0,36 months,C,MORTGAGE,Verified,Fully Paid,home_improvement
1060429,1292184,17000.0,10.65,40000.0,36 months,B,RENT,Verified,Fully Paid,debt_consolidation
1062102,1294156,25000.0,19.03,96000.0,60 months,E,MORTGAGE,Verified,Current,debt_consolidation
1060885,1292853,16950.0,16.77,50000.0,60 months,D,MORTGAGE,Source Verified,Late (31-120 days),debt_consolidation
1060630,1292392,30000.0,19.03,80000.0,60 months,E,MORTGAGE,Verified,Fully Paid,credit_card
1062192,1294043,10800.0,14.27,110000.0,36 months,C,MORTGAGE,Source Verified,Fully Paid,credit_card
1059016,1290624,6000.0,7.9,59400.0,36 months,A,RENT,Not Verified,Fully Paid,credit_card
1056174,1287750,35000.0,8.9,106000.0,36 months,A,MORTGAGE,Verified,Fully Paid,credit_card
1062045,1293890,10000.0,10.65,36000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1059395,1291011,15000.0,19.91,51000.0,60 months,E,RENT,Verified,Fully Paid,credit_card
1062012,1293854,5000.0,12.69,25000.0,36 months,B,RENT,Not Verified,Fully Paid,other
1061941,1293989,3000.0,17.27,35000.0,60 months,D,RENT,Verified,Current,debt_consolidation
1031266,1260677,7100.0,14.65,33000.0,36 months,C,RENT,Not Verified,Charged Off,debt_consolidation
1061975,1293812,12000.0,16.77,93000.0,36 months,D,MORTGAGE,Not Verified,Fully Paid,credit_card
1061914,1293952,22400.0,22.74,85000.0,60 months,G,RENT,Not Verified,Charged Off,credit_card
1061750,1293780,5825.0,10.65,50000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1061741,1293770,22250.0,12.69,41000.0,36 months,B,RENT,Verified,Charged Off,debt_consolidation
1061747,1293775,18000.0,16.77,50000.0,60 months,D,RENT,Verified,Current,debt_consolidation
1040188,1270140,6000.0,12.42,30000.0,36 months,B,RENT,Source Verified,Fully Paid,credit_card
1057749,1289516,7650.0,11.71,57000.0,36 months,B,RENT,Verified,Charged Off,debt_consolidation
1061721,1293749,21000.0,18.25,110000.0,60 months,D,RENT,Verified,Current,credit_card
1061869,1293501,20675.0,15.27,50132.0,60 months,C,RENT,Verified,Charged Off,other
1060650,1292415,13200.0,7.9,62500.0,36 months,A,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1059701,1291518,12000.0,7.51,60000.0,36 months,A,RENT,Verified,Fully Paid,debt_consolidation
1061842,1293470,20000.0,19.03,130000.0,60 months,E,RENT,Verified,Fully Paid,debt_consolidation
1061837,1293455,15000.0,6.03,60000.0,36 months,A,RENT,Not Verified,Fully Paid,house
1057272,1288832,27050.0,18.64,65000.0,60 months,E,MORTGAGE,Verified,Fully Paid,debt_consolidation
1061675,1293692,22500.0,17.27,67735.0,60 months,D,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1061661,1293676,20500.0,12.69,47800.0,60 months,B,RENT,Verified,Charged Off,debt_consolidation
1061656,1293671,12800.0,12.42,99600.0,36 months,B,MORTGAGE,Not Verified,Fully Paid,credit_card
1061776,1293397,27575.0,10.65,54000.0,36 months,B,MORTGAGE,Verified,Fully Paid,other
1061767,1293387,7000.0,12.69,49000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1052746,1284516,7600.0,16.77,33996.0,60 months,D,RENT,Verified,Current,other
1061643,1293657,29000.0,12.42,65000.0,60 months,B,RENT,Verified,Charged Off,debt_consolidation
1061785,1293407,10000.0,14.27,44160.0,36 months,C,RENT,Source Verified,Fully Paid,moving
1061623,1293635,14125.0,7.9,32000.0,36 months,A,RENT,Source Verified,Fully Paid,debt_consolidation
1030795,1260186,12000.0,6.62,94500.0,36 months,A,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1061598,1293608,9575.0,6.62,19498.0,36 months,A,RENT,Verified,Fully Paid,credit_card
1061772,1293390,12000.0,20.3,30000.0,60 months,E,RENT,Not Verified,Fully Paid,debt_consolidation
1058931,1290729,12000.0,15.96,88000.0,36 months,C,MORTGAGE,Not Verified,Charged Off,debt_consolidation
1061355,1293371,10000.0,12.69,45000.0,36 months,B,RENT,Verified,Fully Paid,credit_card
1061593,1293603,10000.0,15.96,37500.0,36 months,C,RENT,Not Verified,Fully Paid,debt_consolidation
1061581,1293591,25000.0,14.27,89000.0,60 months,C,MORTGAGE,Source Verified,Current,debt_consolidation
1061583,1293593,24000.0,9.91,120000.0,36 months,B,RENT,Verified,Fully Paid,debt_consolidation
1059572,1291176,14575.0,10.65,35000.0,36 months,B,RENT,Not Verified,Fully Paid,credit_card
1053004,1284580,9000.0,7.51,50000.0,36 months,A,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1061496,1293299,10000.0,13.49,30000.0,36 months,C,RENT,Not Verified,Charged Off,debt_consolidation
1051434,1283117,7125.0,17.58,25279.67,36 months,D,RENT,Not Verified,Fully Paid,credit_card
1058174,1289753,15000.0,10.65,29000.0,60 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1061547,1293554,13000.0,13.49,65000.0,36 months,C,RENT,Not Verified,Fully Paid,debt_consolidation
1061317,1293331,12000.0,12.69,30000.0,60 months,B,RENT,Not Verified,Current,debt_consolidation
1061306,1293319,18000.0,20.3,68000.0,60 months,E,RENT,Verified,Fully Paid,credit_card
1061515,1293518,30000.0,14.27,90000.0,60 months,C,RENT,Verified,Fully Paid,small_business
1058858,1290455,21600.0,17.27,58600.0,36 months,D,MORTGAGE,Source Verified,Charged Off,home_improvement
1051045,1282508,7600.0,16.77,50000.0,60 months,D,OWN,Source Verified,Current,small_business
1060415,1292169,7000.0,12.42,85000.0,36 months,B,RENT,Source Verified,Fully Paid,credit_card
1061279,1293090,7000.0,8.9,45000.0,36 months,A,RENT,Verified,Fully Paid,debt_consolidation
1058942,1290740,3600.0,17.27,44004.0,36 months,D,MORTGAGE,Source Verified,Fully Paid,other
1042958,1273259,3500.0,12.69,84996.0,36 months,B,MORTGAGE,Not Verified,Fully Paid,major_purchase
1061251,1293059,5000.0,8.9,33000.0,36 months,A,RENT,Not Verified,Fully Paid,medical
1058015,1289589,10000.0,11.71,60000.0,36 months,B,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1059858,1291490,4500.0,13.49,19200.0,36 months,C,OWN,Source Verified,Fully Paid,credit_card
1061247,1293053,12000.0,11.71,62000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1061250,1293058,12000.0,19.03,38500.0,60 months,E,RENT,Not Verified,Fully Paid,debt_consolidation
1061245,1293051,10700.0,12.42,68000.0,36 months,B,RENT,Source Verified,Fully Paid,debt_consolidation
1060411,1292165,6000.0,10.65,30000.0,36 months,B,RENT,Not Verified,Fully Paid,credit_card
1061416,1293209,20000.0,7.9,50000.0,36 months,A,RENT,Source Verified,Fully Paid,wedding
1040053,1270014,10800.0,16.77,23000.0,60 months,D,RENT,Verified,Fully Paid,debt_consolidation
1061227,1293032,25000.0,19.03,50400.0,60 months,E,RENT,Verified,Fully Paid,debt_consolidation
1061403,1293193,20000.0,14.27,110000.0,60 months,C,RENT,Verified,Fully Paid,debt_consolidation
1061413,1293206,3600.0,13.49,40000.0,36 months,C,RENT,Not Verified,Fully Paid,vacation
1061202,1293005,6000.0,8.9,83954.0,36 months,A,RENT,Source Verified,Fully Paid,debt_consolidation
1061204,1293007,10375.0,14.27,35000.0,36 months,C,RENT,Not Verified,Fully Paid,credit_card
1061380,1293167,25000.0,8.9,60000.0,36 months,A,RENT,Verified,Fully Paid,debt_consolidation
1061193,1292991,10000.0,16.29,40000.0,36 months,D,RENT,Verified,Fully Paid,debt_consolidation
1051953,1283471,10000.0,12.42,42336.0,60 months,B,RENT,Source Verified,Current,small_business
1061194,1292992,5600.0,6.03,41100.0,36 months,A,OWN,Not Verified,Fully Paid,car
1060945,1293124,6000.0,12.42,92000.0,36 months,B,RENT,Not Verified,Fully Paid,car
1057719,1289486,8000.0,7.9,75000.0,36 months,A,RENT,Not Verified,Fully Paid,debt_consolidation
1059906,1291742,35000.0,12.42,90000.0,60 months,B,RENT,Verified,Current,debt_consolidation
1061383,1293170,10000.0,11.71,45000.0,36 months,B,MORTGAGE,Not Verified,Fully Paid,debt_consolidation
1050511,1281966,11000.0,7.51,48000.0,36 months,A,RENT,Source Verified,Fully Paid,debt_consolidation
1061175,1292974,5000.0,9.91,110000.0,36 months,B,MORTGAGE,Not Verified,Fully Paid,debt_consolidation
1061122,1292917,6500.0,10.65,30600.0,36 months,B,RENT,Source Verified,Fully Paid,debt_consolidation
1061095,1292688,20000.0,20.3,69000.0,60 months,E,RENT,Verified,Fully Paid,credit_card
1061164,1292963,12000.0,12.69,45000.0,36 months,B,RENT,Source Verified,Fully Paid,debt_consolidation
1060436,1292191,8250.0,19.91,27500.0,60 months,E,RENT,Not Verified,Charged Off,wedding
1061133,1292928,21000.0,7.9,150500.0,36 months,A,MORTGAGE,Verified,Fully Paid,debt_consolidation
1060855,1292820,8400.0,16.77,32000.0,36 months,D,RENT,Verified,Fully Paid,credit_card
1058477,1290065,7000.0,12.69,37500.0,36 months,B,RENT,Source Verified,Fully Paid,debt_consolidation
1060995,1292578,12000.0,12.42,60000.0,36 months,B,RENT,Source Verified,Charged Off,car
1061135,1292930,7200.0,11.71,33000.0,36 months,B,RENT,Not Verified,Charged Off,credit_card
1059939,1291779,12000.0,10.65,70000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1060951,1293130,12800.0,14.27,75000.0,60 months,C,RENT,Verified,Fully Paid,credit_card
1046507,1277552,3050.0,9.91,16800.0,36 months,B,RENT,Verified,Fully Paid,car
1060880,1292848,9000.0,14.65,38000.0,36 months,C,RENT,Source Verified,Fully Paid,debt_consolidation
1060934,1292910,10000.0,11.71,35000.0,36 months,B,OWN,Not Verified,Charged Off,debt_consolidation
1061128,1292923,10000.0,9.91,95000.0,36 months,B,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1061130,1292925,10000.0,14.27,77400.0,36 months,C,MORTGAGE,Verified,Charged Off,credit_card
1061126,1292921,8500.0,16.29,61000.0,36 months,D,RENT,Source Verified,Fully Paid,debt_consolidation
1056057,1287630,35000.0,11.71,70000.0,60 months,B,RENT,Verified,Current,debt_consolidation
1060895,1292866,7200.0,13.49,67000.0,60 months,C,RENT,Source Verified,Fully Paid,debt_consolidation
1061106,1292700,21000.0,14.27,90000.0,60 months,C,MORTGAGE,Verified,Fully Paid,credit_card
1060925,1292899,27000.0,9.91,140000.0,36 months,B,OWN,Source Verified,Fully Paid,debt_consolidation
1045240,1275651,28625.0,20.3,55000.0,60 months,E,OWN,Verified,Current,debt_consolidation
1024951,1254096,4000.0,14.27,32400.0,36 months,C,RENT,Verified,Fully Paid,debt_consolidation
1061070,1292661,7300.0,11.71,50000.0,36 months,B,RENT,Source Verified,Fully Paid,other
1061060,1292651,18000.0,8.9,70000.0,36 months,A,MORTGAGE,Source Verified,Fully Paid,credit_card
1055190,1286745,5000.0,11.71,35000.0,36 months,B,OWN,Source Verified,Fully Paid,other
1060848,1292813,6500.0,14.27,46212.0,60 months,C,MORTGAGE,Verified,Current,debt_consolidation
1053622,1285216,14100.0,17.58,43000.0,60 months,D,RENT,Source Verified,Current,small_business
1060865,1292832,35000.0,19.03,140000.0,60 months,E,MORTGAGE,Verified,Current,small_business
1051018,1282481,10000.0,14.27,115000.0,36 months,C,MORTGAGE,Source Verified,Fully Paid,home_improvement
1059259,1290863,3000.0,7.9,45000.0,36 months,A,RENT,Not Verified,Fully Paid,debt_consolidation
1060853,1292815,25000.0,19.03,95000.0,60 months,E,RENT,Verified,Current,debt_consolidation
1060831,1292796,28000.0,15.96,235000.0,36 months,C,MORTGAGE,Source Verified,Fully Paid,credit_card
1058228,1289809,10000.0,14.65,36000.0,36 months,C,RENT,Not Verified,Fully Paid,credit_card
1060841,1292806,12000.0,7.9,26000.0,36 months,A,RENT,Not Verified,Fully Paid,credit_card
1056914,1288468,10000.0,17.27,80000.0,36 months,D,RENT,Source Verified,Fully Paid,small_business
1060794,1292756,11000.0,8.9,50000.0,36 months,A,RENT,Not Verified,Fully Paid,debt_consolidation
1061003,1292586,10000.0,15.27,55000.0,36 months,C,RENT,Source Verified,Fully Paid,small_business
1061008,1292591,5000.0,6.62,55000.0,36 months,A,MORTGAGE,Verified,Fully Paid,debt_consolidation
1060779,1292740,5000.0,6.03,64424.0,36 months,A,RENT,Not Verified,Fully Paid,other
1060993,1292576,5000.0,8.9,56000.0,36 months,A,RENT,Not Verified,Fully Paid,debt_consolidation
1060553,1292714,6000.0,14.27,30000.0,36 months,C,RENT,Not Verified,Charged Off,credit_card
1058200,1289780,5000.0,14.27,111740.0,36 months,C,MORTGAGE,Source Verified,Fully Paid,vacation
1060544,1292305,20050.0,17.58,67500.0,36 months,D,RENT,Verified,Fully Paid,credit_card
1060979,1292556,7000.0,16.77,41000.0,36 months,D,RENT,Source Verified,Charged Off,wedding
1060698,1292468,25000.0,10.65,120000.0,36 months,B,RENT,Verified,Fully Paid,debt_consolidation
1060970,1292545,3000.0,12.69,30000.0,36 months,B,RENT,Not Verified,Charged Off,debt_consolidation
1060760,1292536,8400.0,17.27,41500.0,36 months,D,RENT,Source Verified,Fully Paid,credit_card
1060753,1292527,24925.0,23.91,60000.0,60 months,G,RENT,Verified,Fully Paid,credit_card
1060559,1292720,5000.0,9.91,75000.0,36 months,B,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1060696,1292466,12000.0,14.27,80000.0,60 months,C,RENT,Source Verified,Fully Paid,credit_card
1060735,1292507,12000.0,12.42,42000.0,36 months,B,RENT,Not Verified,Fully Paid,credit_card
1060720,1292493,13200.0,11.71,41600.0,36 months,B,MORTGAGE,Not Verified,Charged Off,debt_consolidation
1060558,1281435,6000.0,6.03,48000.0,36 months,A,RENT,Source Verified,Fully Paid,major_purchase
1060731,1292503,10000.0,6.62,50000.0,36 months,A,MORTGAGE,Verified,Fully Paid,credit_card
1060536,1292297,17500.0,12.42,70000.0,60 months,B,RENT,Not Verified,Fully Paid,credit_card
1060721,1292491,6500.0,10.65,53000.0,36 months,B,RENT,Verified,Fully Paid,debt_consolidation
1060527,1292287,10000.0,7.51,65000.0,36 months,A,MORTGAGE,Not Verified,Fully Paid,small_business
1060714,1292484,12000.0,9.91,85000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1060508,1292266,10000.0,14.27,55000.0,36 months,C,RENT,Not Verified,Fully Paid,debt_consolidation
1059582,1291186,12375.0,14.27,36000.0,36 months,C,RENT,Not Verified,Fully Paid,credit_card
1060481,1292237,10000.0,10.65,26000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1052346,1283902,20000.0,18.25,70000.0,60 months,D,RENT,Verified,Late (31-120 days),small_business
1054397,1286027,4400.0,19.03,80000.0,36 months,E,RENT,Verified,Fully Paid,small_business
1055294,1286856,25000.0,13.49,80000.0,36 months,C,MORTGAGE,Verified,Fully Paid,debt_consolidation
1060485,1292242,14125.0,12.42,45696.0,36 months,B,MORTGAGE,Verified,Charged Off,debt_consolidation
1060697,1292467,35000.0,20.3,100000.0,60 months,E,MORTGAGE,Verified,Fully Paid,wedding
1060670,1292440,13600.0,12.69,62000.0,60 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1060452,1292208,20000.0,12.69,50000.0,60 months,B,RENT,Verified,Fully Paid,credit_card
1051471,1283155,18000.0,13.49,66000.0,36 months,C,OWN,Source Verified,Charged Off,debt_consolidation
1059954,1291797,13000.0,16.77,80000.0,60 months,D,OWN,Verified,Fully Paid,debt_consolidation
1059310,1291114,35000.0,16.77,100000.0,36 months,D,MORTGAGE,Verified,Fully Paid,debt_consolidation
1055282,1286844,35000.0,14.27,123000.0,36 months,C,MORTGAGE,Verified,Fully Paid,credit_card
1060631,1292393,12000.0,11.71,70000.0,60 months,B,RENT,Not Verified,Current,debt_consolidation
1058486,1290074,7200.0,13.49,60000.0,36 months,C,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1060427,1292182,25000.0,15.96,150000.0,60 months,C,MORTGAGE,Verified,Fully Paid,small_business
1060418,1292172,4000.0,12.69,80000.0,36 months,B,RENT,Not Verified,Fully Paid,other
1060605,1292364,7000.0,7.51,31000.0,36 months,A,RENT,Not Verified,Fully Paid,credit_card
1060597,1292355,15000.0,13.49,90000.0,36 months,C,MORTGAGE,Source Verified,Fully Paid,other
1060600,1292359,12800.0,11.71,61600.0,60 months,B,RENT,Not Verified,Current,debt_consolidation
1053763,1285365,35000.0,20.89,71316.0,60 months,F,MORTGAGE,Verified,Charged Off,debt_consolidation
1060581,1292336,15000.0,16.77,42000.0,60 months,D,RENT,Not Verified,Current,credit_card
1060372,1292123,7200.0,7.9,34000.0,36 months,A,RENT,Source Verified,Fully Paid,debt_consolidation
1060371,1292122,13000.0,17.27,36000.0,36 months,D,RENT,Verified,Fully Paid,debt_consolidation
1060369,1292120,28000.0,7.9,65000.0,36 months,A,RENT,Verified,Fully Paid,credit_card
1060365,1292116,12000.0,9.91,35000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1060086,1291922,16000.0,17.58,50000.0,60 months,D,RENT,Not Verified,Charged Off,debt_consolidation
1058493,1290081,14000.0,8.9,62004.0,36 months,A,RENT,Not Verified,Fully Paid,other
1059978,1291598,11500.0,11.71,74000.0,36 months,B,RENT,Verified,Fully Paid,debt_consolidation
1059252,1290856,10500.0,14.65,42000.0,36 months,C,MORTGAGE,Not Verified,Fully Paid,debt_consolidation
1060167,1291810,14400.0,12.42,48000.0,36 months,B,OWN,Not Verified,Fully Paid,credit_card
1059974,1291594,16000.0,9.91,65000.0,36 months,B,RENT,Verified,Fully Paid,debt_consolidation
1060046,1291676,5375.0,9.91,15360.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1060030,1291660,12000.0,13.49,61000.0,36 months,C,MORTGAGE,Verified,Fully Paid,credit_card
1059948,1291788,12000.0,7.51,83000.0,36 months,A,RENT,Source Verified,Charged Off,debt_consolidation
1060036,1291666,17000.0,6.03,120000.0,36 months,A,MORTGAGE,Verified,Fully Paid,small_business
1055631,1287194,30000.0,19.03,106000.0,60 months,E,RENT,Verified,Fully Paid,credit_card
1060019,1291647,13000.0,20.3,42000.0,36 months,E,RENT,Not Verified,Charged Off,debt_consolidation
1053454,1285049,7125.0,7.51,30000.0,36 months,A,MORTGAGE,Not Verified,Charged Off,debt_consolidation
1059930,1291769,14000.0,18.25,32000.0,60 months,D,RENT,Not Verified,Current,wedding
1060004,1291631,8000.0,14.65,72100.0,36 months,C,RENT,Not Verified,Fully Paid,debt_consolidation
1060015,1291641,12500.0,11.71,58000.0,36 months,B,RENT,Source Verified,Fully Paid,debt_consolidation
1059936,1291775,10000.0,14.27,40000.0,36 months,C,RENT,Source Verified,Fully Paid,car
1059288,1290891,12000.0,13.49,75000.0,60 months,C,RENT,Not Verified,Current,other
1052230,1283783,14000.0,10.65,48880.0,36 months,B,RENT,Not Verified,Fully Paid,credit_card
1059996,1291621,7500.0,6.03,48000.0,36 months,A,RENT,Source Verified,Fully Paid,debt_consolidation
1059887,1291721,19200.0,9.91,40000.0,36 months,B,MORTGAGE,Verified,Fully Paid,debt_consolidation
1010310,1237314,9000.0,11.71,110000.0,36 months,B,MORTGAGE,Not Verified,Fully Paid,debt_consolidation
1059889,1291723,16000.0,17.27,60000.0,60 months,D,MORTGAGE,Verified,Fully Paid,credit_card
1059736,1291552,20000.0,8.9,65000.0,36 months,A,RENT,Verified,Fully Paid,credit_card
1059870,1291503,9000.0,13.49,50000.0,36 months,C,MORTGAGE,Source Verified,Fully Paid,debt_consolidation
1059874,1291507,9600.0,7.51,55000.0,36 months,A,RENT,Verified,Charged Off,debt_consolidation
1032863,1262418,12000.0,12.69,63000.0,60 months,B,MORTGAGE,Not Verified,Charged Off,debt_consolidation
1054178,1285805,18000.0,11.71,133224.0,60 months,B,MORTGAGE,Source Verified,Current,home_improvement
1059843,1291476,1000.0,13.49,35100.0,36 months,C,RENT,Not Verified,Fully Paid,small_business
1057243,1288802,15000.0,15.27,38000.0,36 months,C,RENT,Verified,Charged Off,credit_card
1059785,1291412,12000.0,16.77,38000.0,36 months,D,RENT,Source Verified,Fully Paid,debt_consolidation
1059698,1291514,12000.0,14.27,41000.0,60 months,C,RENT,Source Verified,Current,medical
1059704,1291520,14000.0,8.9,108000.0,36 months,A,MORTGAGE,Not Verified,Fully Paid,credit_card
1059801,1291428,15600.0,15.96,43000.0,60 months,C,RENT,Not Verified,Fully Paid,debt_consolidation
1059605,1291209,10000.0,10.65,45000.0,36 months,B,RENT,Not Verified,Fully Paid,debt_consolidation
1058085,1289661,7200.0,12.69,23000.0,36 months,B,RENT,Source Verified,Fully Paid,other
1059157,1290971,22250.0,15.27,47532.0,60 months,C,MORTGAGE,Verified,Charged Off,debt_consolidation
1059627,1291235,13250.0,17.27,26000.0,60 months,D,RENT,Not Verified,Current,debt_consolidation
1023566,1252426,26400.0,14.27,150000.0,60 months,C,MORTGAGE,Verified,Fully Paid,house
1059657,1291266,11000.0,9.91,32000.0,36 months,B,RENT,Verified,Fully Paid,debt_consolidation
1059639,1291248,9600.0,8.9,55000.0,36 months,A,RENT,Not Verified,Fully Paid,credit_card
